,id,filename,AOA,BROWN-FREQ,CONC,FAM,IMAG,K-F-FREQ,K-F-NCATS,K-F-NSAMP,MEANC,MEANP,NLET,NPHON,NSYL,T-L-FREQ,WC,WPS,Qmarks,Unique,Dic,Sixltr,Abbreviations,Emoticons,Pronoun,I,We,Self,You,Other,Negate,Assent,Article,Preps,Number,Affect,Posemo,Posfeel,Optim,Negemo,Anx,Anger,Sad,Cogmech,Cause,Insight,Discrep,Inhib,Tentat,Certain,Senses,See,Hear,Feel,Social,Comm,Othref,Humans,Time,Past,Present,Future,Space,Up,Down,Incl,Excl,Motion,Achieve,Relig,Sexual,Swear,Nonfl,Fillers,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct,Extraversion,'Emotional,Agreeableness,Conscientiousness,'Openness
10,11,518.txt,0.449087,?,0.528728,0.0025859999999999998,0.903658,?,?,?,1.3709129999999998,0.6576810000000001,0.9714729999999999,0.48304300000000006,0.7668,?,0.2433,-0.049783,0,-0.6115149999999999,0.437779,0.791118,0,0,-0.041732,0.485296,-0.5628529999999999,0.437755,-0.49295,-0.917481,-0.137324,0.499091,-0.635454,-0.14669100000000002,0.77681,0.275041,1.211543,1.051867,1.580642,-1.03808,-0.045029,-1.000159,-0.33011,0.23975100000000002,-0.28080700000000003,0.573828,-0.387399,0.100549,0.21179699999999999,-0.43284799999999996,-0.470247,0.32668200000000003,-1.519041,0.930773,-1.904348,-1.578214,-1.1432309999999999,-1.067032,1.244911,0.059989999999999995,0.143002,2.322355,-0.015585,1.312454,-0.501183,-0.21603699999999998,-0.027073000000000003,-0.5753590000000001,3.876215,-0.490399,0.763688,-0.564505,0.9988319999999999,-0.08688,-0.9259,0,0,0,0,0,0,0,0,0,-0.193295,-0.946378,4.945069999999999,3.894283,4.6555599999999995,4.893033999999999,4.2671
11,12,1449.txt,-0.7861239999999999,?,-0.300657,1.5472549999999998,-0.62646,?,?,?,0.271499,-0.295431,-0.8155680000000001,-0.9082959999999999,-0.719129,?,-0.15296500000000002,0.154,0,-0.762432,1.028578,-0.008619,0,0,0.5690649999999999,0.9766459999999999,0.20515999999999998,1.003162,-0.49295,-0.599571,-0.5479510000000001,0.040780000000000004,-0.635454,-0.218165,-0.394409,-1.164783,-0.36077600000000004,-0.593395,-0.852728,-1.24654,-0.860188,-1.000159,-0.649045,0.963715,-0.847548,0.24248699999999998,1.7561810000000002,-1.007225,-0.577078,0.7288600000000001,-0.31748200000000004,1.301642,-0.957234,-0.739926,-0.545663,-0.633043,-0.6230060000000001,-0.353286,1.178674,0.383076,1.55556,2.1090240000000002,-0.91155,-0.321712,-0.501183,-0.094763,-0.447941,2.807936,1.480884,-0.490399,-0.7574810000000001,-0.564505,4.184273,-0.08688,-1.572007,0,0,0,0,0,0,0,0,0,-0.193295,-1.587518,4.796426,3.894283,4.6555599999999995,4.893033999999999,4.253278
12,13,2075.txt,-0.24714,?,0.48234099999999996,-0.0017510000000000002,0.28597100000000003,?,?,?,0.590688,0.10355299999999999,0.47206000000000004,0.450338,0.957724,?,0.137158,-0.201873,0,0.29399699999999995,-0.817501,0.372193,0,0,-0.032161,0.308872,-0.5628529999999999,0.259925,-0.49295,-0.350082,0.923286,-0.027989999999999998,-0.635454,0.112291,-0.14275,0.6435,-0.5967020000000001,-0.282385,-0.527331,1.583438,0.41068999999999994,0.38848699999999997,0.8905200000000001,-0.9320579999999999,-0.847548,0.252767,-0.896618,-0.43153100000000005,-0.520572,0.50981,-1.528419,-1.436544,-0.01499,-1.073392,-0.056396,0.46614700000000003,-0.446867,0.206846,-0.47175600000000006,0.34110100000000004,-0.388755,-0.154155,-0.210777,-0.393951,2.312257,-0.187049,-0.553028,-0.525809,-0.452111,1.8375860000000002,0.033048,0.625679,-0.27834899999999996,-0.08688,0.516938,0,0,0,0,0,0,0,0,0,-0.193295,0.485364,4.678106,4.213128,4.534644999999999,4.385882,4.857327
13,14,492.txt,1.124005,?,0.763583,-2.073555,0.831758,?,?,?,-0.243069,-1.139741,0.394534,1.065674,1.1671790000000002,?,-1.164858,-0.151602,0,1.366845,-1.218293,0.082548,0,0,-0.781234,-0.39820300000000003,-0.5628529999999999,-0.45278100000000004,-0.49295,-0.917481,-1.120516,-0.598275,-0.635454,0.49030100000000004,-1.137683,-2.228205,-1.679975,-0.989699,-1.267364,-1.345785,-0.860188,-1.000159,-0.326234,-1.89783,-0.847548,-0.9603700000000001,-1.8406740000000001,1.21957,0.420416,-1.306699,0.011798999999999999,-0.25509299999999996,0.42019300000000004,0.077659,1.269991,0.9830620000000001,-1.1432309999999999,0.16481400000000002,1.023574,0.858568,-1.06971,0.45285699999999995,-0.263362,-0.993008,-0.501183,-0.2123,-0.300881,1.5392709999999998,-1.4243270000000001,-0.490399,0.77141,-0.564505,-0.27834899999999996,-0.08688,-0.27855599999999997,0,0,0,0,0,0,0,0,0,-0.193295,-0.304012,4.945069999999999,3.5849629999999997,4.932468,4.893033999999999,4.583562000000001
14,15,1870.txt,1.381399,?,-0.225383,0.089644,-0.963399,?,?,?,-0.232886,-1.932555,0.008685,0.071349,1.574067,?,0.087625,-0.172276,0,0.268201,-0.143006,1.213781,0,0,0.826457,1.318271,-0.5628529999999999,1.277363,-0.49295,-0.628471,0.441025,-0.598275,0.398978,-0.5287109999999999,-0.124128,-0.552665,-0.560084,0.45140600000000003,-0.8904219999999999,-0.160353,0.866031,-0.717232,0.119093,0.147965,0.9526879999999999,0.15347,0.08277799999999999,0.752181,-0.07737999999999999,0.543809,-0.350612,-1.125386,-1.008307,1.351816,-1.096127,-1.151734,-0.9067649999999999,-0.41817200000000004,-0.432141,0.798473,-1.205309,-0.141992,-1.2633219999999998,-0.382739,-0.501183,-0.172725,0.055127999999999996,-0.05712999999999999,-0.7640520000000001,-0.490399,-0.7574810000000001,-0.564505,-0.27834899999999996,-0.08688,0.014913,0,0,0,0,0,0,0,0,0,-0.193295,-0.0128,4.370836,4.213128,4.170735,4.869749,4.583562000000001
15,16,2260.txt,1.508918,?,-0.554488,-0.369095,-0.7269800000000001,?,?,?,-1.3632600000000001,-0.297202,1.159571,1.5644959999999999,1.374166,?,0.5405,-0.191709,0,1.268478,-1.791537,0.96475,0,0,-0.986035,-1.299814,0.033320999999999996,-1.307122,1.092576,1.056759,-0.231602,-0.598275,1.13111,0.6998979999999999,0.304743,-1.6480110000000001,-0.9822219999999999,-0.682066,0.020091,-1.268032,-0.491692,-1.000159,-0.748546,-0.38011999999999996,1.714432,-0.088379,-0.362514,-1.007225,-0.884541,0.6684439999999999,-0.94816,-1.170852,-0.428775,-0.037972000000000006,-0.26127399999999995,-0.179721,1.077819,-0.235958,0.119219,1.11334,-1.0097,-0.238731,0.737093,0.049187,0.722471,1.0447620000000002,-1.1718030000000002,0.44183,0.830859,-0.490399,-0.7574810000000001,-0.564505,-0.27834899999999996,-0.08688,0.300152,0,0,0,0,0,0,0,0,0,-0.193295,0.270246,4.710589,3.5849629999999997,4.284788,4.893033999999999,4.973424
16,17,337.txt,0.792936,?,0.198926,-2.421231,0.04328,?,?,?,-0.8272229999999999,-0.927099,0.848384,1.104359,1.480532,?,0.07347200000000001,-0.246162,0,0.0008730000000000001,-0.9940760000000001,1.325,0,0,-0.568246,-0.8850809999999999,-0.5628529999999999,-0.943536,0.44046499999999994,1.407027,-1.120516,-0.598275,5.604506,0.58992,0.560658,-0.653877,0.375461,-0.989699,1.764384,-1.30883,-0.860188,0.13763399999999998,-1.093756,-0.870751,-0.847548,-0.727924,-1.6472950000000002,3.7097480000000003,-0.48595900000000003,-0.37646999999999997,-0.005954,1.69176,-0.235341,-1.073392,-0.200354,-0.31401999999999997,0.996403,0.56384,0.089523,-0.4399,-1.1050389999999999,-0.138432,0.37187800000000004,0.847643,0.9395700000000001,-0.168534,-0.531944,0.175715,0.8990600000000001,1.893909,-0.7574810000000001,-0.158179,-0.27834899999999996,-0.08688,1.551245,0,0,0,0,0,0,0,0,0,-0.193295,1.5117180000000001,4.710589,3.5849629999999997,4.65338,4.79252,4.973424
17,18,556.txt,1.1646459999999998,?,-0.422944,1.9380560000000002,-0.659586,?,?,?,0.745314,-0.734581,-1.626637,-1.776677,-0.6551130000000001,?,-0.223727,-0.196774,0,-0.559946,2.344357,-0.096951,0,0,2.423924,2.52872,-0.5628529999999999,2.497452,-0.49295,-0.5899369999999999,-0.530601,0.718565,0.536902,1.0683799999999999,-0.754785,1.518525,1.269462,0.23524099999999998,0.014238999999999998,0.82709,2.074385,-0.35885700000000004,0.280806,0.044706,-0.167459,-0.5191020000000001,0.9932120000000001,-0.34256,-0.5354359999999999,0.266233,-0.251222,-0.378608,-0.940209,1.3316059999999998,-1.161658,-0.363324,-0.875236,-0.699344,1.292826,-0.489257,0.635271,-0.804055,0.035526999999999996,1.7735470000000002,-0.501183,0.373008,-0.41834799999999994,-0.071936,0.820608,0.047154,-0.30113,-0.564505,-0.27834899999999996,-0.08688,0.429867,0,0,0,0,0,0,0,0,0,-0.193295,0.398963,5.131689,4.213128,4.6555599999999995,4.893033999999999,4.307728
18,19,1452.txt,0.739212,?,0.674357,0.013763999999999998,-0.033832999999999995,?,?,?,-0.02792,0.535968,-0.487232,-0.31241599999999997,-0.613637,?,-0.683678,-0.097221,0,0.020942,0.566576,-0.712962,0,0,0.983714,0.8295870000000001,1.4078959999999998,0.964781,-0.49295,-0.509596,-0.385905,1.041563,-0.635454,-0.568052,0.292768,0.9134530000000001,1.341587,1.044163,-0.20339200000000002,-0.112533,2.185123,-0.600858,-1.093756,-0.988668,-0.847548,-0.484204,-0.48336999999999997,-0.179529,0.10568599999999999,-0.000869,-0.867563,-0.558258,-0.077422,-0.645548,0.221426,0.8611790000000001,-0.142044,-1.067032,0.27574699999999996,-0.43596,-0.028248000000000002,1.064713,-1.04072,-0.131722,-0.501183,-0.9523440000000001,-1.424485,-0.580108,0.43939300000000003,-0.490399,-0.189195,-0.564505,-0.27834899999999996,-0.08688,-0.642116,0,0,0,0,0,0,0,0,0,-0.193295,-0.6647770000000001,4.945069999999999,4.213128,4.932468,4.893033999999999,4.681388
19,20,2462.txt,-1.599309,?,-0.722218,1.450813,-1.153051,?,?,?,-1.611764,0.191801,-1.0907360000000001,-0.921989,0.289138,?,-1.1365530000000001,-0.24621700000000002,0,1.254995,0.276442,-0.783788,0,0,-0.033957,0.022463,-0.5628529999999999,-0.028765,-0.49295,-0.917481,1.7850380000000001,0.482713,-0.635454,0.45678,-0.5090439999999999,-2.250023,-1.412081,-0.989699,-0.5659890000000001,-1.6644430000000001,-0.860188,-1.000159,-0.341508,0.760844,0.269016,0.115826,-0.051193999999999996,1.175255,0.760629,-0.445891,-0.654714,-0.278605,-1.04388,0.6188239999999999,-1.3611870000000001,-0.616011,-0.70324,-1.067032,0.9516950000000001,1.576567,0.37490100000000004,0.42784399999999995,0.712953,1.278044,-0.501183,1.948925,-0.323241,1.058886,-1.4243270000000001,-0.490399,-0.7574810000000001,-0.564505,2.237889,-0.08688,1.552927,0,0,0,0,0,0,0,0,0,-0.193295,1.513388,4.370836,3.5849629999999997,4.6555599999999995,4.893033999999999,4.253278
20,21,832.txt,-1.122617,?,0.266803,-0.14032,0.46638500000000005,?,?,?,-0.228084,-0.194083,0.426566,0.816236,0.946543,?,-0.6058399999999999,-0.25959,0,1.064495,-0.05255800000000001,0.103128,0,0,-0.5173479999999999,-0.520049,0.38324899999999995,-0.489188,-0.49295,-0.134223,0.9954850000000001,1.763448,-0.635454,0.008153,-0.67987,0.275041,-0.267898,-0.989699,-0.75658,0.705448,0.309388,0.916776,0.0019089999999999999,-1.926952,-0.847548,-1.966593,-1.058749,0.58219,-0.822702,-0.052913,0.18955,1.093302,-0.480919,-0.251809,-0.277696,-0.368435,-0.181946,-0.627405,0.8490850000000001,0.06851900000000001,-0.542563,-0.804055,0.395534,-0.166049,-0.501183,0.10409600000000001,0.179501,0.27279899999999996,-0.082246,-0.490399,-0.7574810000000001,1.078467,1.554129,-0.08688,2.014511,0,0,0,0,0,0,0,0,0,-0.193295,1.971423,4.710589,4.05202,4.492554,4.819516,4.973424
21,22,1323.txt,0.526751,?,-0.202427,-0.731471,-0.353105,?,?,?,-0.376109,-0.610212,1.496578,1.826948,2.366734,?,1.9132770000000001,-0.128414,0,-0.517474,-0.372161,1.672032,0,0,-0.185697,-0.33720100000000003,0.26349,-0.315821,0.60588,0.6217699999999999,-0.19644,-0.25448000000000004,0.28276799999999996,0.118493,-0.937752,-0.11225299999999999,-0.375719,-0.563296,0.517146,0.26931,1.438251,0.004412,-0.615269,0.994627,1.638221,0.704192,0.094343,-0.660169,-0.103076,1.157229,1.1229360000000002,-0.884141,1.201103,1.617552,2.377869,1.7864220000000002,1.09571,0.8528549999999999,-0.78696,0.187866,-0.818461,-0.804055,0.117048,-0.270727,-0.501183,-0.260309,-1.0742479999999999,-0.5196,-1.033595,-0.490399,-0.280912,-0.564505,-0.27834899999999996,-0.08688,-0.397309,0,0,0,0,0,0,0,0,0,-0.193295,-0.42185200000000006,4.646799,4.028882,4.534644999999999,4.684707,5.006913
22,23,2122.txt,-0.168726,?,0.439799,-0.253958,0.37306300000000003,?,?,?,0.014668,1.3657920000000001,0.633491,0.515247,-0.658827,?,0.11592899999999999,-0.238227,0,-0.286136,-0.028326999999999998,-0.44295100000000004,0,0,-1.0973389999999998,-1.105171,-0.5628529999999999,-1.1653790000000002,-0.49295,0.798227,-0.605511,1.126158,-0.12371099999999999,-0.09681100000000001,-0.46913,-0.581997,-0.581174,-0.989699,-0.148504,-0.17951,-0.006212,-0.160359,-1.093756,1.5400559999999999,1.527367,0.567155,0.443043,-0.426962,1.7568290000000002,-0.39123600000000003,-0.373399,-0.8208139999999999,-0.003053,0.42632299999999995,0.54476,0.48392700000000005,0.26055,1.500944,-0.454958,-0.668602,0.28951,0.5060600000000001,-0.733589,0.214615,-0.501183,-0.56666,0.039471,-0.5154270000000001,-0.117751,0.917478,-0.7574810000000001,-0.564505,17.115645999999998,-0.08688,1.263099,0,0,0,0,0,0,0,0,0,-0.193295,1.2257879999999999,4.710589,4.338858999999999,4.534644999999999,4.332998,4.973424
23,24,653.txt,-0.665209,?,0.7938529999999999,0.344989,0.670221,?,?,?,1.322934,0.634524,-0.290563,-1.075332,0.268692,?,-0.457241,-0.207958,0,0.290952,-0.498487,0.279806,0,0,0.5949399999999999,0.823875,0.316353,0.8593299999999999,0.676176,-0.553543,-0.465055,-0.598275,-0.635454,-0.356185,-1.137683,-0.5612199999999999,-1.20173,-0.082336,-0.792696,0.516228,1.313569,0.068677,-0.584659,0.044706,1.419416,0.620534,-0.629612,-1.007225,1.194999,-0.14156400000000002,-0.000907,-1.044716,0.41039899999999996,0.45359099999999997,0.323721,0.577236,-0.249916,0.158593,-0.352281,-0.8554209999999999,-0.933837,-0.804055,-0.782267,-0.224521,1.303397,-0.46147299999999997,-0.306555,-1.274556,-1.008599,-0.490399,-0.250424,1.471231,-0.27834899999999996,-0.08688,0.627583,0,0,0,0,0,0,0,0,0,-0.193295,0.595159,5.015542,4.213128,4.534644999999999,4.385882,4.583562000000001
24,25,940.txt,-1.6030950000000002,?,-1.0418120000000002,0.182231,-0.722685,?,?,?,-0.509817,0.289315,-0.08693,1.087033,0.19418,?,-1.653114,-0.166708,0,2.028403,-1.155469,1.257858,0,0,-0.65489,-0.332521,1.4771809999999999,-0.200255,-0.49295,-0.917481,-1.120516,-0.598275,2.3870270000000002,2.694584,-0.150523,-0.962307,-0.761308,-0.989699,-0.165987,-0.528072,0.40076100000000003,-0.173481,0.087508,-1.9575599999999997,-0.847548,-1.935181,-1.278665,0.706363,-1.342891,0.045038999999999996,-2.020048,-0.527381,-1.519041,-1.073392,-1.414056,-1.7741639999999999,-0.452308,-1.067032,1.117634,0.5258689999999999,-2.96012,1.130412,0.567412,2.573254,-0.501183,0.186631,-0.559836,2.708686,3.3987769999999995,-0.490399,-0.7574810000000001,-0.564505,-0.27834899999999996,-0.08688,0.0008939999999999999,0,0,0,0,0,0,0,0,0,-0.193295,-0.026711000000000002,4.370836,3.5849629999999997,4.65338,4.893033999999999,4.583562000000001
